	Gene.ID	Gene.Name	Bit.Score	Evalue_num
469	KH2012:KH.C1.389	SF3B1	2019	0
470	KH2012:KH.C1.393	BMP8A	52.8	2.04e-07
471	KH2012:KH.C1.394	LSM12	117	6.96e-33
472	KH2012:KH.C1.395	CCDC112	222	2e-66
473	KH2012:KH.C1.396	MTCL1	108	7.8e-24
474	KH2012:KH.C1.397	NAB1	152	1.44e-40
475	KH2012:KH.C1.398	TCEA1	295	3.79e-100
476	KH2012:KH.C1.399	USP14	552	0
477	KH2012:KH.C1.4	EFNB3	123	3.29e-32
478	KH2012:KH.C1.40	ZNF365	38.1	0.000543
479	KH2012:KH.C1.400	PIGZ	223	6.9e-65
480	KH2012:KH.C1.401	RNF13	239	6.09e-75
481	KH2012:KH.C1.403	HIST1H2BL	100	2.26e-28
482	KH2012:KH.C1.404	EPHA4	841	0
483	KH2012:KH.C1.406	ANKZF1	288	5.39e-87
484	KH2012:KH.C1.407	PTBP1	533	0
485	KH2012:KH.C1.409	UBA1	1384	0
486	KH2012:KH.C1.41	N6AMT1	215	1.29e-70
487	KH2012:KH.C1.410	CDC5L	922	0
488	KH2012:KH.C1.411	NDUFB10	83.2	3.62e-20
489	KH2012:KH.C1.412	CSNK2B	416	3.35e-150
490	KH2012:KH.C1.413	TPP2	1291	0
491	KH2012:KH.C1.414	PRRX2	119	5.29e-31
492	KH2012:KH.C1.415	PEBP1	66.2	6.91e-14
493	KH2012:KH.C1.416	G3BP2	291	8.4e-94
494	KH2012:KH.C1.417	APIP	285	1.12e-97
495	KH2012:KH.C1.419	SLC25A12	812	0
496	KH2012:KH.C1.421	ABAT	414	9.54e-142
497	KH2012:KH.C1.423	CA2	184	5.92e-57
498	KH2012:KH.C1.424	BIN3	155	4.24e-46
499	KH2012:KH.C1.425	RNF144A	266	1.64e-87
500	KH2012:KH.C1.426	RNF103	124	6.65e-30
501	KH2012:KH.C1.427	BDH1	323	4.65e-109
502	KH2012:KH.C1.429	GPC5	132	2.25e-32
503	KH2012:KH.C1.43	TMEM60	42.0	1.02e-05
504	KH2012:KH.C1.431	ZNF563	49.7	5.95e-07
505	KH2012:KH.C1.432	CHKB	296	7e-98
506	KH2012:KH.C1.433	ATP5ME	37.0	5.77e-05
507	KH2012:KH.C1.434	B3GALT5	86.3	7.48e-19
508	KH2012:KH.C1.435	PGD	313	1.43e-103
509	KH2012:KH.C1.436	ALPL	310	4.24e-102
510	KH2012:KH.C1.437	THOC6	202	9.08e-63
511	KH2012:KH.C1.438	HNRNPF	303	1.09e-100
512	KH2012:KH.C1.442	POLDIP3	128	6.77e-33
513	KH2012:KH.C1.443	B4GALT1	199	4.81e-61
514	KH2012:KH.C1.445	SLC10A2	188	1.78e-56
515	KH2012:KH.C1.446	TGFB1I1	95.5	2.36e-21
516	KH2012:KH.C1.447	IPO5	1228	0
517	KH2012:KH.C1.448	RAP1GAP	428	2.14e-138
518	KH2012:KH.C1.45	C6	199	3.89e-52
519	KH2012:KH.C1.451	ALPI	454	1.47e-154
520	KH2012:KH.C1.452	JMJD6	50.8	5.24e-07
521	KH2012:KH.C1.454	STARD3	196	1.12e-56
522	KH2012:KH.C1.455	YME1L1	507	1.52e-170
523	KH2012:KH.C1.456	CHEK1	328	1.01e-108
524	KH2012:KH.C1.457	KLHL1	706	0
525	KH2012:KH.C1.458	D2HGDH	602	0
526	KH2012:KH.C1.459	SNX33	347	4.27e-112
527	KH2012:KH.C1.460	CYP2U1	273	6.78e-87
528	KH2012:KH.C1.462	BTBD7	238	7.72e-65
529	KH2012:KH.C1.463	PASK	349	1.18e-101
530	KH2012:KH.C1.465	TSN	201	3.23e-65
531	KH2012:KH.C1.466	RIDA	126	2.67e-38
532	KH2012:KH.C1.467	AGTR1	152	9.47e-41
533	KH2012:KH.C1.469	BNIP1	167	2.88e-51
534	KH2012:KH.C1.470	C9orf116	125	3.11e-38
535	KH2012:KH.C1.471	NCAPD2	498	1.06e-152
536	KH2012:KH.C1.476	COX20	47.0	7.29e-08
537	KH2012:KH.C1.477	UBA3	659	0
538	KH2012:KH.C1.478	SPEN	178	3.58e-47
539	KH2012:KH.C1.479	NEB	366	1.67e-100
540	KH2012:KH.C1.48	DCAF8	513	5.25e-175
541	KH2012:KH.C1.480	FBXO36	169	8.35e-54
542	KH2012:KH.C1.481	HPGDS	152	9.28e-47
543	KH2012:KH.C1.482	FMO4	144	9.34e-38
544	KH2012:KH.C1.483	CAPN9	339	8.94e-109
545	KH2012:KH.C1.486	FZD2	93.2	7.2e-23
546	KH2012:KH.C1.487	TIMELESS	720	0
547	KH2012:KH.C1.488	ZNF143	370	4.11e-119
548	KH2012:KH.C1.489	SERPINI1	171	4.64e-49
549	KH2012:KH.C1.49	NAAA	164	7.95e-47
550	KH2012:KH.C1.490	CCDC80	38.9	0.006
551	KH2012:KH.C1.491	USP8	419	2.57e-128
552	KH2012:KH.C1.493	MEP1B	117	2.54e-27
553	KH2012:KH.C1.494	PTRH2	188	1.42e-61
554	KH2012:KH.C1.495	PLG	142	2.43e-36
555	KH2012:KH.C1.498	CHAT	598	0
556	KH2012:KH.C1.5	DUOX1	822	0
557	KH2012:KH.C1.50	CHDH	279	1.53e-86
558	KH2012:KH.C1.502	CSMD3	332	1.74e-91
559	KH2012:KH.C1.504	TRIP12	791	0
560	KH2012:KH.C1.505	CASK	1206	0
561	KH2012:KH.C1.507	XKR6	184	5.62e-49
562	KH2012:KH.C1.508	ITGB1	576	0
563	KH2012:KH.C1.51	MEP1B	164	6.84e-43
564	KH2012:KH.C1.510	OIT3	38.1	0.005
565	KH2012:KH.C1.511	SRP14	138	2.16e-43
566	KH2012:KH.C1.512	BPIFB4	54.3	1.07e-07
567	KH2012:KH.C1.513	KDM2B	65.9	1.27e-10
568	KH2012:KH.C1.514	ARHGAP39	519	4.53e-171
569	KH2012:KH.C1.515	RAB12	189	9.26e-61
570	KH2012:KH.C1.516	HMG20A	203	1.87e-63
571	KH2012:KH.C1.517	IL17D	66.2	1.72e-13
572	KH2012:KH.C1.52	CINP	86.3	1.04e-20
573	KH2012:KH.C1.520	FZD8	109	1.06e-28
574	KH2012:KH.C1.521	RXFP1	144	4.96e-35
575	KH2012:KH.C1.523	GYG1	348	3.32e-117
576	KH2012:KH.C1.526	IFT88	922	0
577	KH2012:KH.C1.528	TMEM214	150	5e-38
578	KH2012:KH.C1.529	GPHN	337	2.95e-105
579	KH2012:KH.C1.53	YPEL5	208	3.66e-71
580	KH2012:KH.C1.530	PSMB1	280	3.69e-96
581	KH2012:KH.C1.531	MVD	348	5.22e-118
582	KH2012:KH.C1.533	MEP1B	126	5.95e-30
583	KH2012:KH.C1.534	ATP5PD	97.4	3.62e-26
584	KH2012:KH.C1.535	MASTL	275	9.65e-81
585	KH2012:KH.C1.536	ACOT7	320	4.9e-108
586	KH2012:KH.C1.538	LYPLA1	207	9.78e-68
587	KH2012:KH.C1.539	HNRNPA1L2	240	8.81e-78
588	KH2012:KH.C1.54	NOTCH1	255	4.15e-69
589	KH2012:KH.C1.540	MBLAC1	134	5.84e-39
590	KH2012:KH.C1.541	UNC93A	142	3.73e-37
591	KH2012:KH.C1.542	ZPR1	456	8.47e-159
592	KH2012:KH.C1.543	FZD2	105	3.55e-27
593	KH2012:KH.C1.544	PSMB7	374	5.94e-132
594	KH2012:KH.C1.545	GRIK2	570	0
595	KH2012:KH.C1.546	FBXL20	514	0
596	KH2012:KH.C1.547	KIF17	463	1.88e-150
597	KH2012:KH.C1.548	CASD1	654	0
598	KH2012:KH.C1.549	YY1	300	6.06e-100
599	KH2012:KH.C1.55	ABI1	251	1.95e-77
600	KH2012:KH.C1.550	MRPL57	43.9	3.98e-06
601	KH2012:KH.C1.551	XPNPEP2	496	9.87e-168
602	KH2012:KH.C1.552	CCDC92	122	2.45e-32
603	KH2012:KH.C1.553	OLFM2	117	2.07e-28
604	KH2012:KH.C1.554	GJA4	120	2.47e-31
605	KH2012:KH.C1.555	JAK2	427	6.03e-131
606	KH2012:KH.C1.557	RNF213	1331	0
607	KH2012:KH.C1.558	LRP2BP	314	3.89e-106
608	KH2012:KH.C1.559	PKHD1L1	730	0
609	KH2012:KH.C1.561	TUBA1C	743	0
610	KH2012:KH.C1.564	TRAPPC9	514	1.6e-162
611	KH2012:KH.C1.567	SF3B4	405	1.54e-140
612	KH2012:KH.C1.57	HPD	504	1.15e-179
613	KH2012:KH.C1.570	ACTA1	766	0
614	KH2012:KH.C1.571	PLOD1	708	0
615	KH2012:KH.C1.572	NDUFB8	96.7	6.61e-25
616	KH2012:KH.C1.573	TP63	251	6.2e-74
617	KH2012:KH.C1.574	MS4A18	51.6	6.96e-08
618	KH2012:KH.C1.575	ITFG1	246	2.74e-75
619	KH2012:KH.C1.577	TTLL10	488	1.05e-165
620	KH2012:KH.C1.578	PRCP	435	1.13e-148
621	KH2012:KH.C1.58	REEP2	211	4.71e-67
622	KH2012:KH.C1.580	EXOSC7	338	1.97e-117
623	KH2012:KH.C1.581	HERC3	755	0
624	KH2012:KH.C1.583	CACNA2D3	517	8.2e-166
625	KH2012:KH.C1.584	TSPAN31	193	1.82e-62
626	KH2012:KH.C1.585	DUOX1	845	0
627	KH2012:KH.C1.589	PLEKHM2	120	2.37e-27
628	KH2012:KH.C1.59	HADHB	637	0
629	KH2012:KH.C1.591	SLC6A14	709	0
630	KH2012:KH.C1.593	PCLO	42.4	0.001
631	KH2012:KH.C1.596	RDH14	279	4.37e-93
632	KH2012:KH.C1.597	NXPE1	140	6.22e-36
633	KH2012:KH.C1.598	ACVR2B	454	1.27e-154
634	KH2012:KH.C1.599	TNFAIP6	57.0	6e-09
635	KH2012:KH.C1.6	CPOX	457	2.87e-160
636	KH2012:KH.C1.600	GPR161	145	8.51e-37
637	KH2012:KH.C1.602	BPI	59.3	1.98e-09
638	KH2012:KH.C1.603	TAOK3	913	0
639	KH2012:KH.C1.605	NTMT1	246	6.38e-83
640	KH2012:KH.C1.606	PDK2	404	2.62e-139
641	KH2012:KH.C1.608	IGFALS	94.0	1.33e-19
642	KH2012:KH.C1.609	HELLS	634	0
643	KH2012:KH.C1.61	DNASE1	217	3.53e-70
644	KH2012:KH.C1.610	AC010132.3	406	7.42e-146
645	KH2012:KH.C1.611	TSTA3	454	3.47e-162
646	KH2012:KH.C1.612	GNAI1	619	0
647	KH2012:KH.C1.613	TCTE1	457	2.38e-158
648	KH2012:KH.C1.615	ABCB1	1321	0
649	KH2012:KH.C1.616	IMMP2L	145	4.79e-44
650	KH2012:KH.C1.617	BRCC3	196	7.79e-62
651	KH2012:KH.C1.618	TLL2	95.1	6.27e-20
652	KH2012:KH.C1.620	DENND1A	405	1.77e-126
653	KH2012:KH.C1.621	NDUFA12	122	2.8e-36
654	KH2012:KH.C1.622	SUCLA2	610	0
655	KH2012:KH.C1.624	LSM6	153	8.78e-51
656	KH2012:KH.C1.625	TUBGCP6	249	3.19e-66
657	KH2012:KH.C1.628	MS4A12	59.7	1.72e-10
658	KH2012:KH.C1.63	SEH1L	382	1.41e-131
659	KH2012:KH.C1.631	LRIG3	494	2.13e-156
660	KH2012:KH.C1.632	CPT2	559	0
661	KH2012:KH.C1.633	PICALM	484	8.29e-165
662	KH2012:KH.C1.634	SUMF1	350	8.94e-119
663	KH2012:KH.C1.636	TLL2	53.9	1.41e-07
664	KH2012:KH.C1.637	DLG1	872	0
665	KH2012:KH.C1.638	CFAP97D1	102	1.71e-27
666	KH2012:KH.C1.639	TMEM177	90.5	1.09e-20
667	KH2012:KH.C1.641	SORT1	496	3.22e-162
668	KH2012:KH.C1.642	COL28A1	85.5	8.02e-18
669	KH2012:KH.C1.643	MMAB	201	1.12e-64
670	KH2012:KH.C1.644	SHQ1	324	1.24e-105
671	KH2012:KH.C1.646	CABCOCO1	88.2	9.47e-21
672	KH2012:KH.C1.647	CWC27	425	1.32e-145
673	KH2012:KH.C1.648	CXorf65	39.7	0.000392
674	KH2012:KH.C1.649	RNASEH2C	58.9	4.57e-11
675	KH2012:KH.C1.65	TMEM128	62.8	5.17e-13
676	KH2012:KH.C1.651	TTC34	124	4.36e-29
677	KH2012:KH.C1.652	GRID1	376	1.71e-120
678	KH2012:KH.C1.653	CFAP46	802	0
679	KH2012:KH.C1.654	INPP5D	617	0
680	KH2012:KH.C1.655	BARD1	234	1.84e-68
681	KH2012:KH.C1.656	CYP4B1	144	1.1e-38
682	KH2012:KH.C1.657	MASP1	351	1.45e-110
683	KH2012:KH.C1.658	TRAF4	207	3.12e-61
684	KH2012:KH.C1.66	POLR3GL	142	1.31e-42
685	KH2012:KH.C1.661	MXD4	110	5.57e-30
686	KH2012:KH.C1.663	PRELID3B	158	8.22e-49
687	KH2012:KH.C1.664	TMEM8B	241	1.04e-72
688	KH2012:KH.C1.665	METTL8	39.3	0.00035
689	KH2012:KH.C1.666	TMEM196	38.5	0.002
690	KH2012:KH.C1.669	CASZ1	323	1.35e-89
691	KH2012:KH.C1.67	DNAH6	38.9	0.007
692	KH2012:KH.C1.670	ATP5F1C	252	1.48e-83
693	KH2012:KH.C1.672	MATN2	83.6	1.59e-18
694	KH2012:KH.C1.673	SLC13A4	253	1.47e-77
695	KH2012:KH.C1.674	API5	499	2.21e-173
696	KH2012:KH.C1.675	CWC15	222	1.16e-73
697	KH2012:KH.C1.676	CFAP97D1	102	9.12e-28
698	KH2012:KH.C1.677	KDM5A	1303	0
699	KH2012:KH.C1.678	BAHCC1	165	1.58e-42
700	KH2012:KH.C1.679	MRPL34	42.7	5.49e-06
701	KH2012:KH.C1.68	PSTK	102	1.12e-24
702	KH2012:KH.C1.680	CCDC124	150	2.1e-45
703	KH2012:KH.C1.681	TACC2	45.8	6.88e-06
704	KH2012:KH.C1.683	P4HA2	494	1.53e-171
705	KH2012:KH.C1.685	DUXA	68.9	3.15e-13
706	KH2012:KH.C1.688	PPP2R3A	354	9.79e-111
707	KH2012:KH.C1.689	LMBRD1	241	1.23e-72
708	KH2012:KH.C1.690	DDX10	617	0
709	KH2012:KH.C1.691	EMP3	44.7	3.8e-06
710	KH2012:KH.C1.693	ZFAND4	216	2.78e-60
711	KH2012:KH.C1.694	ENPP7	307	1.98e-100
712	KH2012:KH.C1.695	PIK3CA	635	0
713	KH2012:KH.C1.697	FGF4	80.1	3.08e-17
714	KH2012:KH.C1.698	SLC35G1	72.8	1.29e-14
715	KH2012:KH.C1.699	AHNAK	52.0	1.96e-06
716	KH2012:KH.C1.7	USP15	746	0
717	KH2012:KH.C1.70	OSBPL5	717	0
718	KH2012:KH.C1.700	PTRH2	131	5.81e-40
719	KH2012:KH.C1.701	NMNAT3	204	1.98e-65
720	KH2012:KH.C1.702	RAE1	521	0
721	KH2012:KH.C1.703	RFK	211	9.25e-71
722	KH2012:KH.C1.704	NAAA	216	1.62e-67
723	KH2012:KH.C1.705	BNIP3	118	9.78e-33
724	KH2012:KH.C1.706	TECTA	82.4	1.09e-16
725	KH2012:KH.C1.707	MUC13	53.9	8.74e-08
726	KH2012:KH.C1.708	PPM1G	262	2.06e-79
727	KH2012:KH.C1.709	ENKUR	301	6.87e-104
728	KH2012:KH.C1.710	FAM49B	391	6.82e-137
729	KH2012:KH.C1.711	SNX33	404	8.06e-135
730	KH2012:KH.C1.714	RTTN	37.7	0.001
731	KH2012:KH.C1.716	MBD4	224	2.14e-71
732	KH2012:KH.C1.717	TMEM67	636	0
733	KH2012:KH.C1.718	SLC43A3	275	5.66e-87
734	KH2012:KH.C1.719	SLC22A4	251	1.25e-76
735	KH2012:KH.C1.72	LRRC20	66.2	4.92e-14
736	KH2012:KH.C1.720	DCPS	298	4.73e-100
737	KH2012:KH.C1.721	FAM185A	96.3	4.07e-22
738	KH2012:KH.C1.722	CCDC57	92.8	4.04e-19
739	KH2012:KH.C1.724	SCO1	254	2.92e-84
740	KH2012:KH.C1.725	NFE2L1	160	1.51e-40
741	KH2012:KH.C1.726	SLC9A6	657	0
742	KH2012:KH.C1.727	ZIC3	266	1.69e-83
743	KH2012:KH.C1.728	ACTA1	344	3.5e-119
744	KH2012:KH.C1.729	TNKS	49.3	7.23e-06
745	KH2012:KH.C1.73	MAP4	159	6.14e-40
746	KH2012:KH.C1.730	VPS13A	682	0
747	KH2012:KH.C1.731	ECEL1	358	8.35e-112
748	KH2012:KH.C1.734	STPG1	185	6.58e-56
749	KH2012:KH.C1.736	CDCA7L	198	4.87e-60
750	KH2012:KH.C1.737	PSMB6	308	1.58e-107
751	KH2012:KH.C1.738	CHST1	149	3.2e-40
752	KH2012:KH.C1.739	EPHX4	215	9.89e-67
753	KH2012:KH.C1.74	EHD3	50.4	1.47e-06
754	KH2012:KH.C1.740	MAP4K4	587	0
755	KH2012:KH.C1.741	EXOC4	683	0
756	KH2012:KH.C1.742	C6	235	2.2e-64
757	KH2012:KH.C1.743	PEX16	123	2.24e-32
758	KH2012:KH.C1.744	HMGA2	48.5	4.83e-07
759	KH2012:KH.C1.746	TMEM26	194	1.19e-58
760	KH2012:KH.C1.747	SLC22A16	214	3.9e-62
761	KH2012:KH.C1.748	TMUB1	76.3	2.81e-16
762	KH2012:KH.C1.749	MASP1	301	1.12e-92
763	KH2012:KH.C1.751	ABTB1	407	1.4e-138
764	KH2012:KH.C1.753	DHX37	956	0
765	KH2012:KH.C1.754	DMBT1	93.2	3.07e-19
766	KH2012:KH.C1.756	SLC25A11	469	2.95e-168
767	KH2012:KH.C1.758	ADGRG7	168	8.39e-44
768	KH2012:KH.C1.759	SLC12A8	592	0
769	KH2012:KH.C1.76	HMCN1	66.2	2.06e-11
770	KH2012:KH.C1.760	FAM96A	164	3.3e-53
771	KH2012:KH.C1.761	ACP5	209	3e-65
772	KH2012:KH.C1.762	LAMTOR5	53.9	2.3e-10
773	KH2012:KH.C1.765	RIPOR1	43.1	0.000388
774	KH2012:KH.C1.766	IL17C	52.4	1.35e-08
775	KH2012:KH.C1.767	TGS1	313	2.97e-94
776	KH2012:KH.C1.768	NCK2	270	1.42e-87
777	KH2012:KH.C1.77	OTUD4	233	1.12e-63
778	KH2012:KH.C1.770	RETREG3	177	5.49e-51
779	KH2012:KH.C1.771	ADGRG7	117	1.12e-27
780	KH2012:KH.C1.773	TROVE2	320	2.32e-102
781	KH2012:KH.C1.775	INO80	41.6	0.000472
782	KH2012:KH.C1.776	LRRIQ4	371	3.58e-121
783	KH2012:KH.C1.777	ZEB1	175	1.23e-44
784	KH2012:KH.C1.778	CCDC150	226	8.49e-61
785	KH2012:KH.C1.779	SPR	168	2.79e-51
786	KH2012:KH.C1.78	KLHL2	278	5.59e-90
787	KH2012:KH.C1.780	TKT	736	0
788	KH2012:KH.C1.782	NLE1	688	0
789	KH2012:KH.C1.783	NELFA	228	3.44e-66
790	KH2012:KH.C1.785	CRIM1	59.3	1.72e-11
791	KH2012:KH.C1.787	TANC1	811	0
792	KH2012:KH.C1.788	NUDT21	362	9.89e-129
793	KH2012:KH.C1.789	HIBADH	387	3.19e-135
794	KH2012:KH.C1.79	PSMC3IP	179	3.47e-57
795	KH2012:KH.C1.791	FBN2	345	1.83e-95
796	KH2012:KH.C1.796	MASP1	353	3.87e-111
797	KH2012:KH.C1.797	ANKRD44	42.7	2.07e-05
798	KH2012:KH.C1.798	TMEM86A	155	6.72e-46
799	KH2012:KH.C1.799	TECTA	78.6	2.01e-15
800	KH2012:KH.C1.8	CLDN19	86.3	8.17e-20
801	KH2012:KH.C1.80	TMEM201	137	1.33e-33
802	KH2012:KH.C1.801	GABRB3	53.9	5.5e-09
803	KH2012:KH.C1.802	COL14A1	102	2.18e-22
804	KH2012:KH.C1.803	PAQR5	123	4.17e-32
805	KH2012:KH.C1.805	PHYH	57.8	1.73e-09
806	KH2012:KH.C1.806	POLR3F	400	4.75e-141
807	KH2012:KH.C1.807	UVSSA	180	4.34e-48
808	KH2012:KH.C1.808	LIM2	36.6	0.003
809	KH2012:KH.C1.809	SLC25A51	280	7.01e-94
810	KH2012:KH.C1.81	NUDT8	116	1.51e-31
811	KH2012:KH.C1.810	CXorf58	236	3.75e-75
812	KH2012:KH.C1.811	HMCN1	46.2	3.98e-05
813	KH2012:KH.C1.813	NDC80	107	2.72e-24
814	KH2012:KH.C1.815	SRR	41.2	0.000649
815	KH2012:KH.C1.816	BPIFB4	59.3	2.36e-09
816	KH2012:KH.C1.818	LRRC74B	141	1.69e-36
817	KH2012:KH.C1.819	EMP2	44.3	5.06e-06
818	KH2012:KH.C1.82	COX5B	48.1	7.7e-08
819	KH2012:KH.C1.822	VGLL4	45.1	0.000147
820	KH2012:KH.C1.823	COA4	56.2	2.3e-12
821	KH2012:KH.C1.824	ALDH18A1	804	0
822	KH2012:KH.C1.825	RXFP1	117	2.49e-28
823	KH2012:KH.C1.826	TEP1	712	0
824	KH2012:KH.C1.827	CNPY2	87.4	4.67e-23
825	KH2012:KH.C1.828	WDR44	600	0
826	KH2012:KH.C1.829	COL21A1	249	1.31e-70
827	KH2012:KH.C1.83	RACK1	395	9.36e-139
828	KH2012:KH.C1.830	C6	194	1.01e-51
829	KH2012:KH.C1.831	ELOC	201	1.13e-68
830	KH2012:KH.C1.832	FGL2	232	1.61e-69
831	KH2012:KH.C1.833	DNLZ	126	5.22e-37
832	KH2012:KH.C1.834	PSMD12	617	0
833	KH2012:KH.C1.835	ERGIC1	389	1.68e-137
834	KH2012:KH.C1.836	HEXIM1	132	1.93e-34
835	KH2012:KH.C1.837	DHCR24	66.6	1.08e-11
836	KH2012:KH.C1.840	DHRS13	179	1.77e-53
837	KH2012:KH.C1.841	CYB5D1	285	3.12e-98
838	KH2012:KH.C1.843	MRPL9	68.9	4.29e-14
839	KH2012:KH.C1.845	TFF2	35.8	0.003
840	KH2012:KH.C1.846	STAC3	79.3	3.52e-16
841	KH2012:KH.C1.848	C6orf62	147	6.84e-44
842	KH2012:KH.C1.85	MPC2	122	3.02e-37
843	KH2012:KH.C1.850	KNOP1	61.6	2.98e-10
844	KH2012:KH.C1.851	GTPBP10	346	1.9e-117
845	KH2012:KH.C1.852	TSTD1	65.9	8.61e-15
846	KH2012:KH.C1.853	LYG2	63.2	1.62e-12
847	KH2012:KH.C1.854	EPC1	465	4.81e-151
848	KH2012:KH.C1.858	RNASEH1	81.3	9.57e-19
849	KH2012:KH.C1.86	MRPL13	194	8.59e-64
850	KH2012:KH.C1.860	HIP1	773	0
851	KH2012:KH.C1.861	PSMA3	367	1.18e-129
852	KH2012:KH.C1.863	NAT1	95.5	2.54e-22
853	KH2012:KH.C1.865	GOLIM4	97.1	7.43e-21
854	KH2012:KH.C1.866	RDH14	260	1.82e-85
855	KH2012:KH.C1.867	CFAP100	429	1.28e-143
856	KH2012:KH.C1.87	PTPA	365	1.15e-126
857	KH2012:KH.C1.870	SLC6A14	663	0
858	KH2012:KH.C1.871	AXDND1	489	4.67e-156
859	KH2012:KH.C1.872	RDH12	175	1.93e-54
860	KH2012:KH.C1.874	JMJD6	49.7	1.19e-06
861	KH2012:KH.C1.875	SURF1	295	4.24e-100
862	KH2012:KH.C1.876	BRD7	271	1.79e-82
863	KH2012:KH.C1.879	FAM187B	54.7	2.58e-08
864	KH2012:KH.C1.88	ANK1	1381	0
865	KH2012:KH.C1.880	TAF1C	57.4	3.86e-08
866	KH2012:KH.C1.881	PTPMT1	179	3.4e-54
867	KH2012:KH.C1.882	TM2D3	184	4.21e-58
868	KH2012:KH.C1.883	KIFAP3	721	0
869	KH2012:KH.C1.884	MS4A18	51.6	1.77e-07
870	KH2012:KH.C1.887	CNTD1	84.7	1.71e-18
871	KH2012:KH.C1.888	RASEF	208	4.38e-63
872	KH2012:KH.C1.889	TWF2	322	2.12e-109
873	KH2012:KH.C1.89	MPDU1	131	6.53e-37
874	KH2012:KH.C1.890	PRR29	37.4	0.004
875	KH2012:KH.C1.892	DUSP14	176	2.45e-56
876	KH2012:KH.C1.894	PPP2CA	601	0
877	KH2012:KH.C1.895	SIAE	401	7.42e-135
878	KH2012:KH.C1.897	OGFOD3	182	1.13e-55
879	KH2012:KH.C1.898	B4GALT2	252	2.47e-79
880	KH2012:KH.C1.899	PPP1R42	254	8.26e-81
881	KH2012:KH.C1.90	SLC25A36	226	4.88e-71
882	KH2012:KH.C1.901	CALU	315	2.75e-107
883	KH2012:KH.C1.902	GSTM3	226	2.43e-75
884	KH2012:KH.C1.903	FOXRED2	501	3.61e-170
885	KH2012:KH.C1.904	RBM25	95.1	7.38e-20
886	KH2012:KH.C1.905	DNAH10	6146	0
887	KH2012:KH.C1.906	PPP1R32	89.7	2.26e-19
888	KH2012:KH.C1.907	SLC10A1	127	5.23e-34
889	KH2012:KH.C1.908	AC099329.3	42.0	1.89e-06
890	KH2012:KH.C1.909	SLC5A11	553	0
891	KH2012:KH.C1.910	LRP2	108	7.09e-24
892	KH2012:KH.C1.911	TSR2	96.3	4.03e-25
893	KH2012:KH.C1.912	CBX3	179	4.98e-58
894	KH2012:KH.C1.913	GPR68	41.6	0.000327
895	KH2012:KH.C1.914	DNAJB9	133	9.41e-39
896	KH2012:KH.C1.915	ACY3	238	2.99e-77
897	KH2012:KH.C1.916	ALPL	421	6.89e-143
898	KH2012:KH.C1.918	STX7	203	7.2e-65
899	KH2012:KH.C1.92	RPRD2	285	4.28e-80
900	KH2012:KH.C1.920	ATP6V1D	361	1.35e-127
901	KH2012:KH.C1.922	BARHL1	91.3	6.03e-20
902	KH2012:KH.C1.923	C1orf109	66.2	1.39e-13
903	KH2012:KH.C1.924	SRR	278	1.39e-92
904	KH2012:KH.C1.926	HMCN1	77.8	1.28e-14
905	KH2012:KH.C1.927	DIRC2	175	1.75e-49
906	KH2012:KH.C1.930	WDR82	488	1.51e-175
907	KH2012:KH.C1.931	GREB1L	211	1.34e-54
908	KH2012:KH.C1.933	HADHA	896	0
909	KH2012:KH.C1.935	APOB	89.4	5.27e-17
910	KH2012:KH.C1.936	ERLEC1	377	1.06e-126
911	KH2012:KH.C1.937	SCLY	382	9.77e-131
912	KH2012:KH.C1.938	RECQL	514	4.98e-175
913	KH2012:KH.C1.94	MIB1	1166	0
914	KH2012:KH.C1.940	YRDC	180	1.4e-54
915	KH2012:KH.C1.941	HMBOX1	204	7.72e-60
916	KH2012:KH.C1.942	SLC6A13	323	1.65e-103
917	KH2012:KH.C1.944	STAM	214	3.51e-65
918	KH2012:KH.C1.945	CCDC166	119	6.07e-31
919	KH2012:KH.C1.947	NAPG	223	8.86e-71
920	KH2012:KH.C1.948	HACD2	225	1.8e-74
921	KH2012:KH.C1.949	RIPOR1	38.1	0.009
922	KH2012:KH.C1.951	USP13	754	0
923	KH2012:KH.C1.955	KCNT1	912	0
924	KH2012:KH.C1.956	COPS7A	234	1.65e-76
925	KH2012:KH.C1.958	CSPP1	255	1.5e-69
926	KH2012:KH.C1.959	HOXC4	167	4.04e-50
927	KH2012:KH.C1.96	ATP5MC2	165	5.06e-53
928	KH2012:KH.C1.960	STRADA	294	8.3e-97
929	KH2012:KH.C1.962	RAB23	325	8.47e-114
930	KH2012:KH.C1.964	LRRIQ1	94.4	3.78e-19
931	KH2012:KH.C1.966	RMDN1	177	9.97e-55
932	KH2012:KH.C1.967	GPR155	442	1.67e-141
933	KH2012:KH.C1.968	B3GAT3	204	4.54e-64
934	KH2012:KH.C1.97	AXIN1	103	1.05e-22
935	KH2012:KH.C1.971	BICC1	531	2.06e-169
936	KH2012:KH.C1.973	KLHL31	44.7	1.97e-05
937	KH2012:KH.C1.975	MRPL22	116	5.63e-32
938	KH2012:KH.C1.976	HS6ST1	265	2.07e-85
939	KH2012:KH.C1.977	ZNF782	169	4.91e-47
940	KH2012:KH.C1.979	UBE2U	118	8.16e-31
941	KH2012:KH.C1.980	CAPZB	422	1.22e-150
942	KH2012:KH.C1.981	PARP9	56.2	4.73e-08
